CL,CD,CM
0.8301,0.01248,-0.0293
0.9315,0.01433,-0.0277
1.0293,0.01656,-0.0257
1.1148,0.02043,-0.0223
1.1869,0.02578,-0.0175
1.2476,0.0315,-0.0123
1.2548,0.04071,-0.0038
0.4513,0.00939,-0.0952
0.5609,0.00943,-0.0935
0.6687,0.00981,-0.0919
0.7747,0.01049,-0.0901
0.8783,0.01143,-0.0881
0.9793,0.01261,-0.086
1.0769,0.01405,-0.0835
1.1694,0.01575,-0.0805
1.2553,0.01772,-0.0766
1.3305,0.02025,-0.0715
1.3855,0.0235,-0.0638
1.4107,0.02868,-0.0538
1.4256,0.0358,-0.0458
0.4512,0.00812,-0.0939
0.5609,0.00834,-0.0927
0.6692,0.00883,-0.0914
0.7752,0.00956,-0.0898
0.879,0.0105,-0.0881
1.079,0.01297,-0.084
1.1729,0.01457,-0.0813
1.2603,0.01649,-0.0777
1.3392,0.01881,-0.0731
1.3977,0.02194,-0.0658
1.4274,0.02673,-0.0559
1.4423,0.03349,-0.0476
0.4509,0.00733,-0.0932
0.5609,0.00765,-0.0923
0.6693,0.00818,-0.0912
0.7756,0.00892,-0.0898
0.8801,0.00984,-0.0883
0.9822,0.01094,-0.0866
1.0814,0.01223,-0.0846
1.1767,0.01374,-0.0821
1.2659,0.01559,-0.0788
1.347,0.01783,-0.0745
1.4094,0.02083,-0.0678
1.4399,0.02545,-0.0576
1.4603,0.03152,-0.0495
0.386,0.00928,-0.0838
0.4909,0.00901,-0.0805
0.5962,0.0092,-0.0777
0.6993,0.00987,-0.075
0.8003,0.01084,-0.0723
0.8983,0.01209,-0.0694
0.9927,0.01366,-0.0663
1.0822,0.01568,-0.0628
1.1663,0.01811,-0.0588
1.2422,0.02093,-0.0541
1.2899,0.02565,-0.0458
1.2975,0.03287,-0.0341
1.3092,0.0417,-0.027
0.3877,0.00788,-0.0825
0.491,0.00787,-0.0794
0.5954,0.00829,-0.0769
0.6986,0.00902,-0.0745
0.8002,0.00998,-0.0722
0.8991,0.01119,-0.0697
0.9949,0.01272,-0.0669
1.0866,0.0146,-0.0638
1.1729,0.01687,-0.0603
1.2523,0.01958,-0.056
1.2976,0.02461,-0.0471
1.3151,0.03068,-0.0361
1.3249,0.03866,-0.0286
0.3872,0.00701,-0.0815
0.4903,0.00717,-0.0787
0.5946,0.0077,-0.0764
0.6981,0.00846,-0.0743
0.8002,0.00941,-0.0722
0.9003,0.01057,-0.07
0.9975,0.01203,-0.0676
1.0908,0.01384,-0.0648
1.179,0.01602,-0.0615
1.2604,0.01863,-0.0574
1.3079,0.02361,-0.0487
1.3299,0.02909,-0.0378
1.3429,0.03638,-0.0298
0.4344,0.01148,-0.08
0.5613,0.01133,-0.0806
0.6742,0.01184,-0.0813
0.7805,0.01257,-0.08
0.8856,0.01341,-0.0786
0.9889,0.01447,-0.0769
1.0883,0.01564,-0.0748
1.1837,0.01702,-0.0722
1.2736,0.01865,-0.0689
1.3554,0.02055,-0.0647
1.4238,0.02275,-0.0588
1.4748,0.02553,-0.0511
1.5194,0.02915,-0.0443
0.4427,0.01036,-0.0818
0.5416,0.01023,-0.0768
0.6745,0.01066,-0.0811
0.7813,0.01133,-0.08
0.8867,0.01214,-0.0786
0.9899,0.01314,-0.077
1.0898,0.01423,-0.0749
1.1852,0.01553,-0.0723
1.2744,0.01705,-0.069
1.3547,0.01883,-0.0644
1.4184,0.02094,-0.0577
1.4695,0.02378,-0.0503
1.5104,0.02752,-0.0437
0.4472,0.00963,-0.0828
0.5436,0.00953,-0.0777
0.6748,0.00984,-0.0811
0.7821,0.0105,-0.0801
0.8882,0.01127,-0.0788
0.9915,0.01222,-0.0772
1.0919,0.01329,-0.0753
1.1879,0.01451,-0.0728
1.2776,0.01595,-0.0694
1.3576,0.01766,-0.0648
1.4188,0.01977,-0.0576
1.4716,0.02245,-0.0506
1.5143,0.02627,-0.0443
0.3431,0.00927,-0.0745
0.4405,0.00883,-0.0696
0.542,0.0089,-0.0657
0.6421,0.00964,-0.0623
0.7402,0.01075,-0.0591
0.8367,0.01214,-0.0561
0.9314,0.01377,-0.0531
1.0221,0.01576,-0.0498
1.1075,0.01821,-0.046
1.1849,0.02114,-0.0416
1.2239,0.02711,-0.032
1.2409,0.0341,-0.0215
1.2553,0.04313,-0.0146
0.3472,0.00786,-0.0736
0.441,0.00767,-0.0685
0.5409,0.00803,-0.0649
0.6407,0.00886,-0.0618
0.7397,0.00995,-0.059
0.8377,0.01126,-0.0564
0.9338,0.01281,-0.0538
1.0267,0.01466,-0.0509
1.115,0.01689,-0.0476
1.1952,0.01976,-0.0434
1.2403,0.02532,-0.0345
1.2528,0.03202,-0.0229
1.2662,0.04044,-0.0155
0.3468,0.00698,-0.0726
0.4401,0.00697,-0.0678
0.5396,0.00748,-0.0644
0.6397,0.00835,-0.0615
0.7397,0.00939,-0.0591
0.8388,0.01065,-0.0568
0.9366,0.0121,-0.0545
1.0311,0.01387,-0.0518
1.1207,0.01604,-0.0488
1.2027,0.01881,-0.0448
1.2501,0.02425,-0.036
1.2743,0.02963,-0.0252
1.2719,0.03892,-0.0163
-0.0001,0.01005,0.0
0.2112,0.0098,-0.0179
0.3859,0.00972,-0.0294
0.4614,0.01028,-0.0224
0.5379,0.0114,-0.0158
0.6158,0.01309,-0.0096
0.6942,0.01517,-0.0036
0.7678,0.01812,0.0032
0.8393,0.02232,0.0105
0.9077,0.02801,0.0173
0.9444,0.03711,0.0264
0.9067,0.04921,0.0388
0.7977,0.07376,0.0276
0.0001,0.0083,-0.0
0.1752,0.00852,-0.0105
0.3342,0.0091,-0.0188
0.4633,0.0097,-0.0229
0.541,0.01072,-0.0168
0.6209,0.0122,-0.011
0.7009,0.01404,-0.0052
0.7765,0.01664,0.0014
0.8453,0.02057,0.0091
0.9123,0.02553,0.0164
0.9574,0.0335,0.0246
0.9474,0.04319,0.0368
0.8734,0.05898,0.0379
0.0,0.00721,-0.0
0.1505,0.00763,-0.0055
0.3031,0.00842,-0.0127
0.4591,0.00929,-0.0221
0.5442,0.01024,-0.0177
0.6251,0.01158,-0.0122
0.7065,0.01325,-0.0065
0.7824,0.01573,0.0001
0.8542,0.01881,0.0074
0.9212,0.02269,0.0148
0.9729,0.02929,0.0233
0.9408,0.04863,0.0417
0.3609,0.00914,-0.0737
0.4519,0.00905,-0.0682
0.5508,0.00936,-0.0642
0.6514,0.01003,-0.061
0.7507,0.01102,-0.058
0.848,0.01231,-0.055
0.9424,0.01391,-0.0519
1.033,0.01585,-0.0486
1.1182,0.01817,-0.0447
1.1947,0.02111,-0.0399
1.2566,0.02487,-0.0334
1.3006,0.02957,-0.0253
1.3388,0.03525,-0.0182
0.3601,0.00793,-0.0721
0.4505,0.008,-0.067
0.5494,0.00845,-0.0635
0.6502,0.00919,-0.0606
0.7502,0.01019,-0.0579
0.8487,0.01141,-0.0553
0.9451,0.0129,-0.0526
1.0378,0.01469,-0.0496
1.1253,0.01686,-0.0461
1.2046,0.01953,-0.0416
1.2683,0.02293,-0.0352
1.3127,0.0269,-0.0267
1.3429,0.03276,-0.0191
0.3317,0.00722,-0.0657
0.4496,0.00734,-0.0664
0.5483,0.00786,-0.063
0.6495,0.0086,-0.0604
0.7504,0.00958,-0.058
0.8498,0.01079,-0.0556
0.9477,0.01219,-0.0532
1.0421,0.01389,-0.0505
1.1319,0.01591,-0.0473
1.2135,0.0184,-0.0431
1.2838,0.02136,-0.0375
1.3276,0.02522,-0.0286
1.3595,0.03027,-0.0207
0.2639,0.0127,-0.058
0.4568,0.01126,-0.0733
0.5799,0.0102,-0.075
0.6521,0.00967,-0.0663
0.73,0.01006,-0.0583
0.7972,0.01186,-0.0493
0.9409,0.01715,-0.036
1.0187,0.01998,-0.0308
1.0938,0.02327,-0.0255
1.1645,0.02783,-0.0201
1.2247,0.03362,-0.0138
1.2552,0.04134,-0.0053
0.2381,0.01034,-0.0511
0.4034,0.00959,-0.0608
0.5631,0.0089,-0.0699
0.6627,0.00861,-0.0675
0.7288,0.00938,-0.0579
0.7952,0.01127,-0.0492
0.8698,0.01354,-0.0429
0.9484,0.01594,-0.0376
1.0264,0.01847,-0.0324
1.0995,0.02143,-0.0266
1.1614,0.02503,-0.0195
1.221,0.03067,-0.0133
1.2599,0.0356,-0.0052
0.2408,0.00879,-0.0512
0.3764,0.00835,-0.0546
0.5293,0.00803,-0.0625
0.6689,0.00801,-0.0683
0.7261,0.00899,-0.0575
0.7948,0.01084,-0.0494
0.8734,0.01292,-0.0438
0.9549,0.01508,-0.039
1.0349,0.01734,-0.034
1.1092,0.01986,-0.0283
1.1687,0.02329,-0.0205
1.2214,0.02764,-0.0129
1.2621,0.03339,-0.0055
0.4542,0.01266,-0.1103
0.5866,0.01204,-0.1134
0.7162,0.01136,-0.1153
0.8315,0.01093,-0.1143
0.9338,0.01089,-0.1108
1.0264,0.01161,-0.1057
1.0952,0.01355,-0.0971
1.1493,0.01643,-0.087
1.2,0.01971,-0.0772
1.2563,0.0232,-0.0691
1.3102,0.02726,-0.0616
1.3626,0.03193,-0.0549
1.4069,0.03764,-0.0485
0.4967,0.0101,-0.1162
0.6202,0.00969,-0.1179
0.7351,0.00946,-0.1174
0.8407,0.00943,-0.115
0.94,0.00972,-0.1114
1.0267,0.01079,-0.1056
1.0932,0.01291,-0.0969
1.1526,0.01558,-0.0879
1.2102,0.01848,-0.0791
1.2681,0.02164,-0.0711
1.3219,0.02529,-0.0634
1.3684,0.02989,-0.056
1.4098,0.03519,-0.0492
0.4961,0.00867,-0.1146
0.6367,0.00837,-0.1201
0.7422,0.00837,-0.118
0.8453,0.00851,-0.1154
0.9425,0.00903,-0.1116
1.0249,0.01033,-0.1053
1.0927,0.01248,-0.0971
1.1568,0.01499,-0.0889
1.2191,0.01762,-0.0808
1.2793,0.02052,-0.073
1.3335,0.02395,-0.0652
1.384,0.02782,-0.058
1.4185,0.03343,-0.0505
0.662,0.01371,-0.1627
0.8094,0.01305,-0.1687
0.9303,0.01284,-0.1694
1.049,0.01262,-0.1695
1.1552,0.01258,-0.167
1.2491,0.01286,-0.1621
1.3314,0.01384,-0.1554
1.3856,0.01581,-0.1439
1.4152,0.01908,-0.1295
1.4428,0.02349,-0.117
1.4755,0.02856,-0.107
1.5062,0.0346,-0.0985
1.5386,0.04124,-0.0915
0.7111,0.01074,-0.1702
0.8389,0.01062,-0.1727
0.9555,0.01065,-0.1728
1.0644,0.01076,-0.1712
1.1641,0.01099,-0.1678
1.2561,0.01158,-0.1629
1.3315,0.01286,-0.1551
1.3797,0.01505,-0.1428
1.4149,0.01833,-0.1297
1.4516,0.02236,-0.1187
1.4893,0.02702,-0.1092
1.5215,0.0327,-0.1007
1.5539,0.03896,-0.0937
0.7382,0.00932,-0.1748
0.8532,0.00927,-0.1746
0.9659,0.00942,-0.174
1.0722,0.00964,-0.1721
1.1696,0.01001,-0.1684
1.2577,0.0108,-0.163
1.3298,0.01225,-0.1547
1.3757,0.01458,-0.1422
1.4169,0.01778,-0.1303
1.4601,0.02151,-0.1202
1.5023,0.0258,-0.1112
1.5403,0.03087,-0.103
1.5718,0.03702,-0.0957
0.3864,0.01396,-0.0881
0.4765,0.01329,-0.0814
0.6303,0.01329,-0.0899
0.7322,0.01341,-0.0882
0.8404,0.0137,-0.0876
0.9482,0.01418,-0.0871
1.0545,0.01474,-0.0863
1.155,0.01561,-0.0845
1.2459,0.01684,-0.0812
1.3208,0.01857,-0.0754
1.3602,0.02115,-0.0642
1.3789,0.02589,-0.0534
1.3794,0.03371,-0.0449
0.3894,0.01242,-0.0873
0.4892,0.01157,-0.0839
0.6328,0.0115,-0.0892
0.7348,0.01164,-0.0877
0.843,0.01199,-0.0873
0.9512,0.01251,-0.087
1.0574,0.01318,-0.0863
1.1571,0.01414,-0.0846
1.2474,0.01543,-0.0813
1.3212,0.01723,-0.0755
1.3603,0.02004,-0.0645
1.3819,0.0251,-0.0546
1.3859,0.033,-0.0467
0.3905,0.01141,-0.0868
0.5021,0.01066,-0.0868
0.608,0.01037,-0.0835
0.7356,0.01053,-0.0874
0.8437,0.01091,-0.0871
0.9527,0.01144,-0.087
1.1588,0.01318,-0.0848
1.2492,0.01452,-0.0817
1.3225,0.01636,-0.0758
1.3617,0.01935,-0.065
1.385,0.02461,-0.0557
1.3964,0.03209,-0.0483
0.6268,0.01124,-0.0895
0.7357,0.01201,-0.0883
0.8432,0.01273,-0.0868
0.9473,0.01329,-0.0846
1.0504,0.01405,-0.0824
1.1494,0.01502,-0.0797
1.2396,0.01645,-0.0758
1.3209,0.01851,-0.0709
1.3899,0.02101,-0.0645
1.4399,0.02406,-0.0559
1.471,0.02883,-0.0475
1.4678,0.03791,-0.0407
1.4551,0.0499,-0.0376
0.6255,0.01021,-0.0888
0.7351,0.01085,-0.0878
0.8426,0.01143,-0.0863
0.9482,0.01196,-0.0845
1.052,0.0127,-0.0825
1.1508,0.01374,-0.0799
1.2414,0.01531,-0.0762
1.3257,0.01723,-0.0718
1.3976,0.01963,-0.0659
1.4492,0.02268,-0.0575
1.4818,0.02751,-0.0492
1.4798,0.0365,-0.042
1.4665,0.04855,-0.0389
0.6246,0.00946,-0.0884
0.7347,0.01002,-0.0875
0.8423,0.01051,-0.086
0.9494,0.01106,-0.0846
1.0536,0.0118,-0.0828
1.1524,0.01292,-0.0802
1.2446,0.01451,-0.0769
1.3308,0.01635,-0.0728
1.4044,0.01873,-0.0672
1.4589,0.02167,-0.059
1.4872,0.02684,-0.0502
1.4881,0.03554,-0.043
1.4781,0.04721,-0.0398
-0.0002,0.0088,-0.0
0.113,0.00919,0.0034
0.2808,0.00981,-0.0074
0.3775,0.01045,-0.0047
0.4759,0.01149,-0.002
0.5753,0.01282,0.0005
0.6751,0.01453,0.0027
0.7737,0.01667,0.0049
0.869,0.01951,0.0075
0.9592,0.023,0.0103
1.0393,0.02754,0.0137
1.1024,0.03345,0.0177
1.1239,0.04206,0.0236
-0.0002,0.00813,-0.0
0.1016,0.00831,0.0049
0.2609,0.009,-0.0035
0.3768,0.00965,-0.0048
0.4764,0.01057,-0.0023
0.5766,0.01181,-0.0
0.6774,0.01334,0.0021
0.7774,0.01524,0.0041
0.8736,0.01781,0.0065
0.9655,0.02087,0.0092
1.0478,0.02482,0.0123
1.1162,0.02974,0.0164
1.1493,0.03682,0.022
-0.0002,0.00771,-0.0
0.1004,0.00776,0.0045
0.2399,0.00837,0.0005
0.3769,0.00907,-0.005
0.4771,0.00995,-0.0027
0.5777,0.0111,-0.0004
0.6796,0.01247,0.0015
0.78,0.01431,0.0035
0.8788,0.01645,0.0056
0.9727,0.01912,0.008
1.0598,0.02239,0.0109
1.1273,0.02749,0.015
1.1678,0.03372,0.0205
-0.0,0.01099,0.0
0.103,0.01106,0.0038
0.2073,0.01133,0.0074
0.3355,0.01218,0.0062
0.4998,0.01324,-0.0038
0.6656,0.01417,-0.0157
0.7412,0.01512,-0.0099
0.8185,0.01655,-0.0039
0.8955,0.01826,0.0023
0.9703,0.02036,0.0085
1.043,0.02288,0.0144
1.1089,0.02611,0.0204
1.1577,0.02973,0.0278
-0.0,0.01,-0.0
0.1046,0.01005,0.003
0.2085,0.01023,0.0062
0.3223,0.01086,0.0076
0.4679,0.0119,0.0017
0.6369,0.01303,-0.0103
0.7464,0.01392,-0.0111
0.8238,0.01521,-0.0051
0.9017,0.01672,0.001
0.9767,0.01859,0.0073
1.0488,0.02092,0.0135
1.114,0.02367,0.0198
1.1612,0.02723,0.0274
-0.0,0.00934,-0.0
0.1058,0.00938,0.0025
0.2105,0.00956,0.0052
0.3178,0.00999,0.0077
0.4493,0.01095,0.0048
0.612,0.01206,-0.0056
0.7518,0.0131,-0.0123
0.8297,0.01425,-0.0063
0.9078,0.0157,-0.0002
0.9833,0.01744,0.0061
1.0567,0.0195,0.0122
1.1246,0.02202,0.0184
1.1739,0.02516,0.026
